atr42s1g00971,nc476s13g00685,ive10g02166,agr8s11g00652,spo4s8g00476,abr7s1g00070,da480s2g00912,ase9s8g01364,elg3s4g01414,aco40s3g00166,cs471s13g01524,afi49s4g02920,lc2s3g00020,cm170s12g00495,CdeChr20g00280,vvi161s16g00987,gbi44s5g00093,sgi44s5g02802,afi61s11g00054,,
atr42s5g01668,nc476s1g02499,ive12g01256,agr8s11g00857,spo4s5g00566,abr7s1g00062,da480s20g00970,ase9s4g02565,elg3s1g00070,aco40s16g00500,cs471s7g01001,afi49s1g03842,lc2s1g01633,,CdeChr10g00133,,gbi44s6g01816,sgi44s7g00270,afi61s32g00087,,ppa60s8g00980
atr42s7g01793,nc476s12g00680,,agr8s10g00774,spo4s14g00536,abr7s1g00141,da480s14g00238,ase9s8g01696,,aco40s3g00805,cs471s4g02355,afi49s6g00209,lc2s10g01421,cm170s1g00361,CdeChr11g00505,vvi161s16g00871,gbi44s9g00723,sgi44s9g01660,,smo62s70g00008,ppa60s16g00987
atr42s12g01494,nc476s4g00446,ive1g01192,agr8s6g00092,spo4s9g00685,abr7s1g00209,da480s2g00027,ase9s6g00063,elg3s13g00018,aco40s1g00617,cs471s1g00451,afi49s7g01694,lc2s16g00364,cm170s1g02095,,,gbi44s6g01172,sgi44s11g00335,afi61s37g00060,smo62s26g00312,ppa60s20g00873
atr42s10g00301,nc476s8g00363,ive4g01315,agr8s7g01455,spo4s7g00185,abr7s1g00330,da480s19g00108,,elg3s13g00216,,cs471s2g00108,afi49s3g00472,lc2s14g00005,cm170s2g01772,CdeChr23g00273,vvi161s17g00806,,sgi44s2g01862,afi61s61g00083,,ppa60s22g00550
atr42s10g00274,nc476s11g00457,,agr8s3g01450,,abr7s1g00378,da480s19g00173,ase9s4g01966,elg3s13g00250,aco40s1g00302,cs471s7g01447,afi49s7g00937,lc2s18g00250,cm170s2g02338,CdeChr8g00140,vvi161s1g00989,gbi44s1g00622,sgi44s8g03045,afi61s45g00056,smo62s40g00071,ppa60s19g00878
atr42s12g00461,nc476s9g01118,,agr8s9g01210,spo4s3g00901,abr7s1g00404,da480s19g00200,ase9s4g02022,,aco40s1g00321,cs471s12g00804,afi49s7g01304,lc2s16g01087,cm170s3g03084,CdeChr23g00144,vvi161s7g01685,,,afi61s273g00013,,ppa60s14g00657
atr42s12g01289,nc476s3g02047,ive1g01464,agr8s6g00365,spo4s9g00736,abr7s1g00422,da480s13g00277,ase9s4g02056,elg3s15g00016,aco40s12g00575,cs471s1g00513,afi49s7g01543,lc2s13g00425,cm170s4g01390,,,gbi44s4g01127,sgi44s3g02704,,,ppa60s2g01083
,,ive1g01420,agr8s6g00460,spo4s7g00228,abr7s1g00435,da480s13g00267,ase9s4g02093,elg3s15g00030,aco40s1g00337,cs471s1g00499,afi49s7g01506,lc2s13g00409,cm170s2g02769,CdeChr22g00465,vvi161s3g00690,,,,,
atr42s8g01227,nc476s2g01539,ive11g01503,agr8s9g00944,spo4s3g00724,abr7s1g00498,da480s13g00362,ase9s6g03132,,aco40s15g00499,cs471s15g01081,afi49s5g00980,lc2s13g00915,cm170s1g01790,,vvi161s12g00758,gbi44s8g00773,sgi44s10g01112,,,
atr42s2g00497,nc476s1g01987,ive3g01870,agr8s10g00963,spo4s2g00299,abr7s1g00671,da480s14g00270,ase9s8g00017,elg3s4g00409,aco40s8g00669,,afi49s6g00842,lc2s4g00252,cm170s1g01084,CdeChr20g00625,,gbi44s10g01479,,afi61s197g00037,,ppa60s22g00173
atr42s2g01015,nc476s1g01929,ive5g01181,agr8s4g00749,spo4s5g00084,abr7s1g00768,da480s19g00061,ase9s4g01675,elg3s3g01570,aco40s1g00050,cs471s6g00177,afi49s7g00311,lc2s19g00554,,,vvi161s10g00109,,,,,
atr42s3g02648,nc476s1g01311,ive13g01596,agr8s4g01484,spo4s3g00507,abr7s1g00789,da480s19g00075,ase9s2g01446,,aco40s15g00078,cs471s1g02657,afi49s2g00192,,cm170s7g00850,CdeChr17g00372,vvi161s5g00587,,,,,
atr42s9g01003,nc476s2g01712,,agr8s7g02090,,abr7s1g01061,da480s2g00281,ase9s1g02271,elg3s4g00458,aco40s3g00737,cs471s10g00818,afi49s6g01137,lc2s4g01111,cm170s8g00802,CdeChr12g00474,vvi161s3g00257,gbi44s6g01736,sgi44s7g00873,,smo62s12g00019,ppa60s23g00467
atr42s9g01705,nc476s9g01969,ive12g00087,agr8s5g00446,,abr7s1g01142,da480s14g00385,ase9s1g02022,elg3s11g00700,aco40s3g00341,cs471s12g00578,afi49s6g01681,lc2s2g00748,cm170s9g00750,,vvi161s18g01024,gbi44s6g00585,sgi44s4g02078,,,
atr42s9g00370,,ive8g01885,agr8s7g02191,spo4s20g00328,abr7s1g01391,da480s19g00908,ase9s8g01485,,aco40s9g00568,cs471s2g02750,afi49s6g01534,lc2s4g00712,cm170s8g00694,CdeChr40g00158,vvi161s6g00131,gbi44s10g01892,sgi44s9g02865,afi61s315g00018,smo62s23g00095,ppa60s6g01100
atr42s13g00183,nc476s4g02063,ive13g00455,agr8s7g00311,spo4s14g00169,abr7s1g01612,da480s16g00269,,elg3s11g00520,aco40s9g00507,cs471s6g01323,,lc2s8g01377,cm170s7g01761,CdeChr19g00414,vvi161s16g00408,gbi44s1g00127,sgi44s10g03051,afi61s149g00029,smo62s15g00062,ppa60s2g00229
atr42s3g02093,nc476s4g01663,,agr8s5g01744,spo4s11g00594,abr7s1g01783,da480s4g01584,ase9s1g01146,,aco40s8g00869,cs471s9g00702,afi49s2g02729,lc2s11g01389,cm170s5g01485,CdeChr31g00549,vvi161s5g01267,,,,,
atr42s3g02058,nc476s12g01492,,agr8s5g01756,,abr7s1g01794,da480s1g00945,ase9s4g03126,elg3s16g00309,aco40s24g00037,cs471s9g00678,afi49s2g01353,lc2s8g01602,cm170s6g01102,CdeChr24g00258,vvi161s2g00917,gbi44s8g02222,sgi44s2g01947,afi61s166g00017,smo62s40g00149,ppa60s11g00800
atr42s3g01897,,,agr8s5g01821,spo4s11g00780,abr7s1g01839,da480s4g01522,ase9s1g00954,elg3s4g00061,aco40s3g01043,cs471s9g00617,afi49s2g01191,lc2s8g01682,cm170s6g01068,CdeChr8g00222,vvi161s15g00212,,,,,
atr42s3g01790,nc476s4g01500,ive13g00009,agr8s7g00014,spo4s16g00080,abr7s1g01889,da480s11g00365,ase9s4g03222,elg3s4g00429,aco40s24g00007,,afi49s2g01279,lc2s11g01526,,CdeChr32g00614,vvi161s2g01224,gbi44s11g01609,sgi44s11g02132,afi61s301g00021,,ppa60s9g00762
atr42s7g00332,nc476s4g01996,ive2g01431,agr8s8g00688,spo4s2g00191,abr7s2g00096,da480s14g00082,,elg3s4g01404,aco40s8g00235,cs471s4g01938,afi49s4g01387,lc2s15g00919,cm170s12g00541,CdeChr16g00325,,gbi44s10g00784,sgi44s8g02355,afi61s17g00040,,
atr42s7g01209,nc476s12g00538,ive12g00078,agr8s10g00936,spo4s2g00288,abr7s2g00102,da480s2g00484,ase9s8g00045,,aco40s8g00370,,afi49s6g00908,lc2s4g00268,cm170s9g00002,CdeChr18g00247,vvi161s13g00624,gbi44s9g00842,,afi61s293g00007,smo62s120g00009,
,nc476s1g02594,ive3g01982,agr8s6g01715,spo4s17g00017,abr7s2g00123,da480s6g00644,ase9s1g03472,elg3s5g00813,,cs471s4g01717,afi49s2g01082,lc2s1g00050,cm170s5g00457,CdeChr34g00734,vvi161s19g00329,,,,,
atr42s7g01583,nc476s4g01440,ive14g00292,agr8s2g01713,spo4s2g00280,abr7s2g00195,da480s14g00173,ase9s1g01736,,aco40s3g00224,cs471s4g02210,afi49s6g00496,lc2s9g00962,cm170s9g00082,CdeChr17g00254,,gbi44s9g00401,,afi61s75g00061,smo62s77g00043,ppa60s3g00625
atr42s10g00605,,ive4g02091,agr8s9g00967,spo4s3g00739,abr7s2g00349,da480s13g00139,ase9s3g00202,,aco40s15g00345,cs471s2g00245,afi49s5g00262,lc2s16g00160,cm170s1g01021,CdeChr35g00207,vvi161s10g00284,gbi44s9g01774,sgi44s6g02966,afi61s262g00029,smo62s32g00214,ppa60s9g00327
atr42s9g00853,nc476s2g00504,ive13g01372,agr8s5g00781,spo4s4g00048,abr7s2g00659,da480s14g01204,ase9s8g00946,elg3s4g00677,aco40s8g00537,,afi49s3g01756,lc2s8g00287,,CdeChr26g00310,vvi161s16g00924,,,,,
atr42s6g00367,nc476s4g01290,ive3g01352,agr8s5g00840,spo4s14g00152,abr7s2g00667,da480s2g00190,ase9s1g02180,elg3s4g00698,aco40s8g00526,cs471s12g01216,afi49s2g03647,,cm170s6g01600,,vvi161s16g00942,,,,,
atr42s1g02421,,ive12g01488,agr8s6g02317,spo4s15g00009,abr7s2g00740,da480s14g01398,ase9s5g03161,elg3s2g00344,aco40s19g00297,cs471s2g01966,afi49s7g00496,lc2s17g01222,cm170s2g00002,CdeChr23g00669,,gbi44s6g01236,sgi44s10g02498,afi61s74g00008,,ppa60s7g00232
atr42s3g02850,nc476s2g01118,,agr8s8g00110,spo4s3g00094,abr7s2g00803,da480s19g00629,ase9s6g01597,,aco40s7g00337,cs471s4g01027,afi49s5g00395,lc2s8g00115,cm170s5g01403,CdeChr27g00373,vvi161s8g01261,gbi44s7g00628,sgi44s5g00243,afi61s93g00011,smo62s12g00249,ppa60s14g00760
atr42s11g01657,nc476s13g01195,ive5g00822,agr8s8g00208,spo4s9g00884,abr7s2g00899,da480s13g00590,ase9s6g02975,,aco40s15g00094,cs471s6g02712,afi49s4g01032,lc2s3g02289,cm170s6g00729,CdeChr30g00281,,gbi44s6g00696,sgi44s1g03183,afi61s288g00037,smo62s37g00040,ppa60s8g00961
atr42s3g02430,nc476s1g01230,,agr8s8g00200,spo4s9g00891,abr7s2g00903,da480s19g00101,,elg3s10g01026,aco40s12g00467,cs471s1g02577,afi49s1g03984,lc2s8g00049,cm170s3g00977,CdeChr15g00341,vvi161s4g01264,,,,,
atr42s3g00616,nc476s6g01593,ive14g00511,agr8s12g00291,spo4s9g00835,abr7s2g00952,da480s13g00503,,,aco40s6g00262,cs471s3g02459,afi49s3g02273,lc2s1g02196,cm170s1g00822,CdeChr25g00506,vvi161s8g01238,gbi44s9g02125,,,smo62s43g00076,ppa60s26g00463
atr42s3g00532,nc476s1g01779,ive2g00406,agr8s12g00245,spo4s3g00628,abr7s2g00961,da480s13g00464,ase9s6g03071,,aco40s15g00569,cs471s4g00175,afi49s1g00954,lc2s6g00256,cm170s1g00845,CdeChr26g00357,,,,afi61s6g00059,,ppa60s16g00260
atr42s7g00562,nc476s4g01917,,agr8s2g01940,spo4s9g00612,abr7s2g01024,da480s14g00106,ase9s8g00048,,aco40s8g00280,cs471s4g01822,afi49s4g02225,lc2s15g01010,cm170s3g02077,CdeChr26g00139,vvi161s5g00866,,sgi44s8g00702,afi61s98g00006,,ppa60s17g00280
atr42s7g00572,nc476s12g01231,ive2g01525,agr8s2g01936,spo4s2g00141,abr7s2g01026,da480s14g00107,ase9s8g01417,,aco40s9g00685,,afi49s4g02220,lc2s3g00793,cm170s12g00034,CdeChr41g00490,vvi161s7g00820,gbi44s3g01948,sgi44s10g00873,afi61s92g00008,smo62s81g00061,ppa60s12g00206
atr42s1g02260,nc476s1g01968,ive14g00536,agr8s2g01956,spo4s2g00151,abr7s2g01044,da480s2g00825,ase9s8g01407,elg3s11g00141,aco40s3g00317,,afi49s4g00566,lc2s15g00990,,CdeChr26g00296,vvi161s17g00507,,,,,
atr42s7g01375,nc476s4g01473,ive14g00369,agr8s2g01852,spo4s20g00394,abr7s2g01077,da480s14g00160,ase9s8g00065,,aco40s3g00200,cs471s6g03168,afi49s3g01585,lc2s10g00859,cm170s12g01154,,vvi161s6g01135,gbi44s9g01676,sgi44s6g02034,,smo62s16g00209,
atr42s9g00594,nc476s4g01286,,,spo4s2g00737,abr7s2g01116,da480s2g00262,ase9s8g00916,elg3s4g00136,aco40s8g00635,cs471s10g00814,afi49s6g01113,lc2s4g01109,cm170s8g00805,CdeChr30g00059,vvi161s4g01437,,,afi61s76g00114,,ppa60s1g01678
atr42s9g00196,nc476s9g00866,,agr8s11g00158,spo4s12g00641,abr7s2g01229,da480s19g00759,ase9s3g01575,,aco40s3g00102,cs471s12g00188,afi49s5g00495,lc2s4g01266,cm170s5g00656,CdeChr14g00024,vvi161s9g00129,gbi44s7g01819,sgi44s10g00609,afi61s89g00011,smo62s11g00438,
atr42s9g02582,nc476s2g02600,ive13g00735,agr8s7g00629,,abr7s2g01310,da480s19g00943,ase9s1g02705,elg3s4g00753,aco40s3g00572,cs471s6g00984,afi49s2g01483,lc2s11g00964,cm170s6g01391,,vvi161s2g00446,,,,,
atr42s9g02476,nc476s10g00728,,agr8s5g01306,spo4s20g00181,abr7s2g01333,da480s14g01324,ase9s1g02367,,aco40s8g00513,cs471s6g01063,afi49s5g01882,lc2s8g01213,cm170s7g01305,CdeChr34g00163,vvi161s2g00492,gbi44s1g03026,sgi44s7g02439,afi61s15g00042,smo62s33g00108,ppa60s3g01083
,nc476s2g01572,,agr8s7g01872,spo4s2g01058,abr7s2g01513,da480s4g01361,ase9s5g03426,elg3s4g00869,aco40s8g00061,cs471s2g01164,afi49s6g01954,lc2s4g00605,cm170s5g01915,CdeChr7g00362,vvi161s4g01317,,,,,
atr42s9g02701,nc476s10g00979,ive8g01565,agr8s5g01002,spo4s2g01028,abr7s2g01543,da480s16g00386,,elg3s4g00818,aco40s3g00544,cs471s9g01109,afi49s2g01000,lc2s8g01070,cm170s6g00405,,vvi161s15g00807,gbi44s4g01733,sgi44s8g00004,afi61s84g00024,smo62s3g00314,ppa60s27g00234
atr42s13g00188,nc476s12g00903,ive13g00460,,spo4s14g00167,abr7s2g01671,da480s4g01746,,elg3s4g01011,aco40s9g00510,cs471s6g01320,afi49s2g00546,lc2s11g01177,cm170s6g01239,CdeChr31g00147,vvi161s16g00403,gbi44s5g01871,sgi44s4g03309,,smo62s15g00056,ppa60s27g00151
atr42s13g00111,,ive8g00425,agr8s7g00284,spo4s11g00529,abr7s2g01704,da480s16g00219,ase9s8g00503,elg3s4g01051,aco40s8g00759,cs471s6g01370,afi49s2g00496,lc2s8g01410,cm170s6g00522,,vvi161s15g00444,gbi44s1g00233,,,,
atr42s3g02065,nc476s4g01648,,agr8s7g00115,spo4s11g00712,abr7s2g01848,da480s16g00080,ase9s1g00857,,aco40s22g00056,cs471s6g00364,afi49s2g00024,lc2s8g01608,cm170s2g02445,CdeChr32g00587,vvi161s2g00926,gbi44s8g00921,sgi44s2g02065,,,
atr42s3g01998,nc476s12g01450,ive13g00141,agr8s5g01781,,abr7s2g01871,da480s4g01550,ase9s1g00901,elg3s11g00668,aco40s8g00897,cs471s9g00655,afi49s2g02737,lc2s11g01433,cm170s3g02699,CdeChr32g00580,,gbi44s2g01817,sgi44s11g00188,afi61s10g00135,smo62s24g00060,ppa60s16g00586
atr42s3g01952,nc476s4g01553,ive8g00129,agr8s5g01798,spo4s9g00573,abr7s2g01888,da480s3g00523,ase9s8g01179,,aco40s8g00901,cs471s8g01554,afi49s2g02717,lc2s11g01458,cm170s7g01668,,vvi161s16g00174,gbi44s2g01539,,afi61s10g00147,smo62s48g00050,ppa60s3g00825
atr42s1g02492,nc476s6g00920,,agr8s9g01058,spo4s4g00466,abr7s2g01889,da480s10g00363,,elg3s9g00217,aco40s21g00200,cs471s7g00851,afi49s4g00949,lc2s3g01729,cm170s6g01006,CdeChr34g00518,vvi161s7g00950,gbi44s8g00220,sgi44s3g00831,afi61s466g00007,smo62s104g00016,ppa60s8g00529
atr42s3g01926,nc476s12g00418,ive8g00109,agr8s7g00065,spo4s14g00754,abr7s2g01895,da480s16g00045,,elg3s4g00069,aco40s3g01032,cs471s6g01703,afi49s2g01214,lc2s11g01467,cm170s3g02723,CdeChr8g00226,,,,,,
atr42s3g01721,nc476s12g00485,ive13g00004,agr8s5g01878,spo4s11g00831,abr7s2g01941,da480s16g00006,,elg3s11g00191,aco40s3g01069,cs471s12g01295,,lc2s8g01731,cm170s6g01033,CdeChr31g00585,vvi161s16g00026,gbi44s4g01610,sgi44s4g03769,afi61s225g00012,smo62s96g00039,ppa60s5g01216
atr42s7g00180,nc476s12g00978,ive2g01323,agr8s2g02095,spo4s14g00678,abr7s3g00028,da480s1g00041,ase9s2g01911,elg3s12g00926,aco40s25g00356,,afi49s4g00188,lc2s3g01010,cm170s12g00602,,vvi161s7g00712,gbi44s10g00662,,,,ppa60s11g00455
atr42s7g00187,nc476s13g00702,ive2g01327,agr8s2g02084,spo4s14g00674,abr7s3g00045,da480s1g00043,ase9s3g02740,,aco40s25g00360,cs471s4g02044,,lc2s3g01005,cm170s12g00599,CdeChr19g00261,vvi161s14g00733,gbi44s8g00773,sgi44s8g00483,afi61s270g00012,smo62s38g00152,ppa60s4g00615
atr42s9g00144,nc476s9g00883,ive8g02110,agr8s7g02305,spo4s2g00474,abr7s3g00131,da480s1g00480,ase9s2g01661,elg3s12g00656,aco40s25g00179,cs471s12g00171,afi49s6g00956,lc2s2g01289,,,vvi161s1g00182,gbi44s3g02347,sgi44s10g00138,afi61s51g00042,smo62s89g00095,ppa60s9g00676
atr42s7g01852,,ive14g00122,agr8s2g01596,spo4s2g00379,abr7s3g00247,da480s1g00221,ase9s2g01744,elg3s12g00263,aco40s22g00476,cs471s6g03258,afi49s6g00099,lc2s9g01153,cm170s9g00347,,vvi161s15g01133,gbi44s9g01196,sgi44s6g03680,afi61s3g00452,smo62s19g00252,ppa60s6g00931
atr42s7g01378,nc476s12g00583,,agr8s10g00923,spo4s9g00113,abr7s3g00342,da480s11g00919,ase9s5g01296,elg3s16g00080,aco40s22g00545,cs471s4g01597,afi49s6g00799,lc2s9g00593,cm170s3g01027,,vvi161s6g01132,,,,,
,nc476s12g01183,ive14g00610,agr8s2g01924,spo4s14g00612,abr7s3g00378,da480s11g00951,,elg3s12g00838,aco40s25g00320,cs471s4g01798,afi49s4g02198,lc2s3g00778,cm170s12g00046,CdeChr7g00423,vvi161s5g00844,,,,,
atr42s7g00647,nc476s4g01906,ive2g01499,agr8s10g01074,spo4s2g00130,abr7s3g00379,da480s11g00950,,elg3s12g00840,aco40s25g00321,cs471s4g01791,afi49s4g02194,lc2s3g00775,cm170s12g00048,CdeChr10g00164,,gbi44s10g00409,sgi44s7g00252,afi61s292g00014,smo62s9g00477,ppa60s5g00671
atr42s9g02024,nc476s2g01522,ive13g00906,agr8s5g00543,spo4s14g00385,abr7s3g00542,da480s11g00532,ase9s3g03319,elg3s16g00439,aco40s24g00154,,afi49s6g02103,lc2s4g01234,cm170s5g01932,,vvi161s3g00054,,,,,
atr42s9g02472,nc476s9g01540,ive8g00763,agr8s7g00527,spo4s2g00942,abr7s3g00621,da480s11g00009,ase9s9g01367,,aco40s24g00211,cs471s6g01057,afi49s5g01879,lc2s5g00476,cm170s6g00446,,vvi161s15g00686,gbi44s4g01691,,afi61s37g00035,,ppa60s14g00234
atr42s8g00099,nc476s11g01645,ive1g00370,agr8s4g00524,spo4s7g00790,abr7s3g00631,da480s8g01598,,elg3s1g01029,aco40s9g00883,cs471s5g01277,afi49s2g01142,,cm170s7g00119,CdeChr16g00125,vvi161s10g00682,gbi44s1g00120,sgi44s1g04636,afi61s77g00018,smo62s26g00267,ppa60s14g00760
atr42s9g02119,nc476s2g01564,,agr8s5g00581,spo4s2g01053,abr7s3g00697,da480s11g00153,ase9s4g03272,,aco40s24g00276,cs471s1g01016,afi49s6g01935,lc2s4g00599,cm170s5g01918,CdeChr14g00140,vvi161s3g00042,,,,,
atr42s3g00733,nc476s9g01185,,agr8s10g00768,spo4s9g00429,abr7s3g00721,da480s1g00811,ase9s3g03125,,aco40s22g00272,cs471s1g00654,afi49s7g01086,lc2s13g00659,cm170s2g02382,CdeChr5g00389,vvi161s7g01752,gbi44s7g00449,sgi44s8g00271,,smo62s42g00159,ppa60s8g01066
atr42s2g02486,,ive4g00586,agr8s5g01699,spo4s11g00662,abr7s3g00756,da480s1g00930,ase9s1g01619,elg3s9g00240,aco40s8g00844,cs471s7g00308,afi49s1g04063,lc2s10g00307,cm170s9g00693,,vvi161s4g00896,,sgi44s4g00600,,smo62s8g00321,
atr42s11g00612,,ive5g00223,agr8s8g00008,spo4s4g01202,abr7s3g00850,da480s5g00133,ase9s1g00657,,aco40s5g00830,cs471s8g00481,afi49s2g03359,lc2s1g01343,cm170s5g01232,CdeChr11g00447,vvi161s13g00900,gbi44s3g01673,sgi44s6g03343,afi61s73g00067,smo62s66g00117,ppa60s5g00436
,nc476s1g00372,,agr8s6g00632,spo4s4g01017,abr7s3g01032,da480s5g00153,ase9s2g00410,elg3s9g00628,aco40s17g00206,cs471s8g00499,afi49s1g01653,lc2s2g01521,cm170s9g01190,CdeChr21g00238,vvi161s18g00308,,,,,
atr42s6g01289,nc476s3g01436,ive6g02482,agr8s2g00387,spo4s10g00183,abr7s3g01233,da480s10g00602,,elg3s9g00399,aco40s20g00114,cs471s11g00178,afi49s4g01579,lc2s3g01409,cm170s12g00792,CdeChr22g00119,,,sgi44s6g02113,afi61s13g00072,smo62s31g00063,ppa60s10g00257
atr42s6g02087,,ive1g03312,agr8s2g00429,spo4s10g00195,abr7s3g01267,da480s5g00394,ase9s10g00661,,aco40s21g00331,cs471s11g00146,afi49s4g01670,lc2s3g01466,cm170s12g00831,CdeChr9g00136,vvi161s4g01026,gbi44s6g01543,sgi44s6g01216,afi61s327g00026,smo62s46g00096,ppa60s1g00285
atr42s9g00073,nc476s9g00845,ive13g01417,agr8s5g01642,spo4s2g00456,abr7s3g01286,da480s2g00811,ase9s1g02965,elg3s4g00283,aco40s3g00403,cs471s2g03004,afi49s6g00995,lc2s10g01416,,,vvi161s2g00422,gbi44s5g01897,sgi44s4g03363,,smo62s69g00031,ppa60s2g00620
atr42s4g02220,nc476s10g01040,ive3g02509,,spo4s7g00885,abr7s3g01385,da480s19g01621,ase9s6g00777,elg3s3g00969,aco40s15g00601,cs471s3g01240,afi49s2g03338,lc2s7g00578,cm170s4g01727,CdeChr29g00122,,gbi44s2g00996,,afi61s3373g00001,smo62s110g00069,ppa60s23g00876
atr42s5g01908,nc476s6g00199,ive12g01365,agr8s12g00690,spo4s5g00534,abr7s3g01410,da480s6g00819,ase9s4g03172,elg3s3g00787,aco40s15g00648,cs471s4g01162,afi49s6g00664,lc2s8g01533,cm170s5g00392,,,gbi44s3g01525,sgi44s5g02847,afi61s520g00008,smo62s5g00039,ppa60s16g00639
atr42s10g01542,nc476s10g00990,,agr8s1g02074,spo4s18g00349,abr7s3g01413,da480s5g01853,,elg3s3g00792,aco40s1g00442,cs471s3g01782,afi49s5g00628,lc2s7g00324,cm170s11g01513,CdeChr15g00104,vvi161s1g00519,gbi44s11g01097,sgi44s2g02536,,,
atr42s9g01216,,ive8g01463,agr8s7g01893,spo4s20g00111,abr7s3g01505,da480s11g00056,ase9s3g03457,elg3s16g00515,aco40s24g00101,,afi49s2g03718,lc2s11g00704,cm170s6g01553,CdeChr34g00088,vvi161s15g00720,gbi44s4g02248,,afi61s1g00441,,ppa60s4g00942
atr42s13g00313,nc476s4g01772,,agr8s5g01446,spo4s2g00817,abr7s3g01521,da480s1g00854,,elg3s12g00276,aco40s22g00115,cs471s9g00928,afi49s2g00678,lc2s8g01292,cm170s1g02632,CdeChr19g00426,vvi161s16g00531,gbi44s4g00478,sgi44s7g02576,afi61s662g00008,smo62s20g00186,ppa60s7g00004
atr42s13g00295,nc476s4g01767,ive13g00516,agr8s5g01450,spo4s2g00823,abr7s3g01527,da480s11g00409,,elg3s16g00532,,cs471s9g00924,afi49s2g00574,lc2s11g01128,cm170s6g01274,CdeChr19g00424,vvi161s2g00597,gbi44s10g01118,sgi44s11g02303,afi61s147g00018,smo62s91g00068,ppa60s6g00997
atr42s13g00256,nc476s4g01752,ive8g00518,agr8s7g00343,spo4s14g00293,abr7s3g01548,da480s1g00859,,elg3s16g00539,aco40s22g00108,cs471s6g01260,afi49s2g00630,lc2s8g01125,cm170s7g01792,,vvi161s16g00499,gbi44s8g00411,sgi44s7g02671,afi61s32g00112,smo62s1g00796,ppa60s7g01057
atr42s13g00091,nc476s12g01381,ive13g00403,agr8s5g01688,spo4s1g01157,abr7s3g01613,da480s11g00276,ase9s4g03090,elg3s12g00348,aco40s22g00064,cs471s6g01554,afi49s2g00481,lc2s11g01227,cm170s3g00435,,,gbi44s8g00706,sgi44s9g02790,afi61s1136g00001,smo62s43g00034,ppa60s10g00926
atr42s10g00466,nc476s7g00501,,agr8s9g00977,spo4s3g00765,abr7s3g01649,da480s11g00311,ase9s4g02749,,aco40s24g00027,cs471s2g00197,afi49s7g00263,lc2s16g00236,cm170s5g01225,CdeChr11g00484,vvi161s6g00440,gbi44s12g00922,,afi61s32g00125,,ppa60s21g00515
atr42s4g02700,nc476s2g02342,,,spo4s3g00311,abr7s4g00008,da480s18g00722,ase9s6g01330,elg3s3g01244,aco40s15g00128,cs471s3g00641,afi49s3g02945,lc2s2g02170,cm170s5g01160,CdeChr6g00510,vvi161s1g00960,gbi44s8g02263,sgi44s6g00729,afi61s24g00002,smo62s2g00624,ppa60s24g00791
,nc476s8g01387,ive9g00150,agr8s2g01407,spo4s4g00245,abr7s4g00044,da480s5g01915,ase9s2g00593,elg3s3g01185,aco40s1g00130,cs471s11g01242,afi49s3g02777,lc2s4g02131,cm170s8g00008,CdeChr2g00320,,,,,,
atr42s4g00527,nc476s8g01076,ive10g01052,,spo4s18g00123,abr7s4g00087,da480s19g00388,ase9s4g01485,elg3s13g00768,aco40s20g00459,cs471s11g01106,afi49s3g03087,lc2s2g01953,cm170s9g01408,,vvi161s18g00509,gbi44s2g01615,sgi44s11g00818,,,
,nc476s13g00601,ive2g00284,agr8s2g00047,,abr7s4g00150,da480s5g02328,ase9s5g02865,elg3s5g00948,aco40s24g00146,cs471s3g02569,afi49s3g00005,lc2s2g01876,cm170s2g00797,CdeChr8g00079,vvi161s8g01313,,,,,
atr42s6g00762,nc476s2g01795,ive1g00464,agr8s8g01153,spo4s4g00617,abr7s4g00189,da480s5g01694,ase9s7g01835,,aco40s17g00552,cs471s7g00559,afi49s4g00550,lc2s3g02175,,CdeChr33g00710,vvi161s14g01207,,,,,
atr42s6g00636,nc476s3g00576,ive12g00488,agr8s8g01231,spo4s7g00662,abr7s4g00243,da480s10g00201,ase9s1g01394,elg3s8g00245,aco40s1g01407,cs471s1g02883,afi49s4g00599,lc2s5g00037,,,vvi161s14g01284,,,,smo62s4g00466,
atr42s6g01193,nc476s3g00322,,agr8s8g01378,spo4s4g00487,abr7s4g00339,da480s5g01533,ase9s10g01255,,aco40s17g00671,cs471s7g00815,afi49s4g01950,lc2s3g01797,cm170s6g00998,CdeChr25g00397,vvi161s5g01138,gbi44s4g01000,sgi44s3g01467,afi61s476g00006,smo62s58g00015,ppa60s2g01026
atr42s6g01825,nc476s3g00266,ive6g02224,agr8s2g00586,spo4s4g00452,abr7s4g00394,da480s5g00725,,elg3s2g00957,aco40s17g00489,cs471s9g01716,afi49s4g01268,lc2s10g01267,,CdeChr6g00567,vvi161s1g00675,,sgi44s7g03134,afi61s144g00008,,ppa60s11g01101
atr42s6g00246,nc476s1g02041,,agr8s12g00267,spo4s19g00219,abr7s4g00621,da480s15g00969,ase9s2g00512,,aco40s9g00362,cs471s7g00631,afi49s1g00234,lc2s1g02119,cm170s2g02422,CdeChr26g00067,vvi161s1g01210,,,,,
